Sample_Id	Site1_Hugo_Symbol	Site2_Hugo_Symbol	Center	Event_Info	DNA_support	RNA_support	Method	Connection_Type	SV_Status	Group
P-6766	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4940	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8127	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9348	KMT2C	GALNT11	OrigiMed	KMT2C-GALNT11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5733	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7413		KMT2C	OrigiMed	Intergenic-KMT2C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5602	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8438	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6240		KMT2C	OrigiMed	Intergenic-KMT2C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10133	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6207	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5376	KMT2C	GALNT11	OrigiMed	KMT2C-GALNT11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6882	KMT2C	GALNT11	OrigiMed	KMT2C-GALNT11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6240	KMT2C	WDR60	OrigiMed	KMT2C-WDR60	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8332	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6618	IMPDH1	KMT2C	OrigiMed	IMPDH1-KMT2C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7962	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4098	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5149	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9374	JAKMIP2	KMT2C	OrigiMed	JAKMIP2-KMT2C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5772	KMT2C	KMT2C	OrigiMed	KMT2C-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6579		KMT2C	OrigiMed	Intergenic-KMT2C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5745		KMT2D	OrigiMed	Intergenic-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2753	KMT2D	HDAC7	OrigiMed	KMT2D-HDAC7	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8994	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7572	SLC51A	KMT2D	OrigiMed	SLC51A-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6828	KMT2D	NRXN3	OrigiMed	KMT2D-NRXN3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5748	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10097	SCYL2	KMT2D	OrigiMed	SCYL2-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5018	SDK2	KMT2D	OrigiMed	SDK2-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4154	KMT2D	PRKAG1	OrigiMed	KMT2D-PRKAG1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5393	TMEM117	KMT2D	OrigiMed	TMEM117-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7554	KMT2D	SLC46A1	OrigiMed	KMT2D-SLC46A1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7572	KMT2D	JMJD1C	OrigiMed	KMT2D-JMJD1C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3855	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7375	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8447	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3881	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2749	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3407	KMT2D	ARF3	OrigiMed	KMT2D-ARF3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6366	KMT2D	ESPL1	OrigiMed	KMT2D-ESPL1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2143	KMT2D	ADAM9	OrigiMed	KMT2D-ADAM9	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6721	RBM19	KMT2D	OrigiMed	RBM19-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9330		KMT2D	OrigiMed	Intergenic-KMT2D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5837	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7824	KMT2D	PTPRK	OrigiMed	KMT2D-PTPRK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8957	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6721	KMT2D	XIRP2	OrigiMed	KMT2D-XIRP2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4882	KMT2D	KMT2D	OrigiMed	KMT2D-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5487	KMT2D	ARF3	OrigiMed	KMT2D-ARF3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10097	KMT2D	SPTBN1	OrigiMed	KMT2D-SPTBN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4219	PIAS4	LCK	OrigiMed	PIAS4-LCK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7814	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0078	LRP1	NUP107	OrigiMed	LRP1-NUP107	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4179	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5866	LRP1		OrigiMed	LRP1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5098	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0084	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5877	SEMA4D	LRP1	OrigiMed	SEMA4D-LRP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8332	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1991	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4971	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1156	LRP1	TBX5	OrigiMed	LRP1-TBX5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5712	RBM39	LRP1	OrigiMed	RBM39-LRP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3293	LRP1	MLLT3	OrigiMed	LRP1-MLLT3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2030	LRP1	KCTD10	OrigiMed	LRP1-KCTD10	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6580	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2927	FAM35DP	LRP1	OrigiMed	FAM35DP-LRP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2776	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3076	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2030	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7252	LRP1	GLS2	OrigiMed	LRP1-GLS2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2252	LRP1	SCARB1	OrigiMed	LRP1-SCARB1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4440	LRP1	MAP3K12	OrigiMed	LRP1-MAP3K12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4440	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7528	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5712	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5440	LRP1	NAB2	OrigiMed	LRP1-NAB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7476	LRP1	STAC3	OrigiMed	LRP1-STAC3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6915	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8889	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2642	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4971	LRP1	NEMP1	OrigiMed	LRP1-NEMP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2537	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7256	LRP1		OrigiMed	LRP1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4659	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9497	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3461	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5098	LRP1		OrigiMed	LRP1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1485	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1819	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2435	LRP1	UNC5CL	OrigiMed	LRP1-UNC5CL	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0688	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7154		LRP1	OrigiMed	Intergenic-LRP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6850	LRP1		OrigiMed	LRP1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2367	LRP1	KIF21A	OrigiMed	LRP1-KIF21A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7154	LRP1	HIVEP2	OrigiMed	LRP1-HIVEP2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4865	LRP1	LRP1	OrigiMed	LRP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5726	RBMS2	LRP1	OrigiMed	RBMS2-LRP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3782	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4905	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2188	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6205	LRP1B	RSPO2	OrigiMed	LRP1B-RSPO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6829	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5410	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5598	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0659	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9875	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4951	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3489	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4245	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5562	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6443	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0037	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2858	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5366	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4784	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4479	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6526	MEGF8	LRP1B	OrigiMed	MEGF8-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3683	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6901	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3623	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2276	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5837	LRP1B	LRP1B	OrigiMed	LRP1B-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9964	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3341	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10076	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3230	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4453	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6100	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3014	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1967	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1106	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0014	LRP1B	ZDHHC14	OrigiMed	LRP1B-ZDHHC14	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10016	LRP1B	LRP1B	OrigiMed	LRP1B-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7074	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9150	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3320	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1786	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6072	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0748	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5960	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6373	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2394	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6429	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1302	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7418	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8976	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3325	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9521	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7759	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6098	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0461	LRP1B	LOC101927967	OrigiMed	LRP1B-LOC101927967	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6037	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2769	HGF	LRP1B	OrigiMed	HGF-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6485	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2193	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2995	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5788	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1441	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9948	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3602	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5245	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3878	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9192	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5422	EPHA5	LRP1B	OrigiMed	EPHA5-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5560	LRP1B	NSUN7	OrigiMed	LRP1B-NSUN7	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7609		LRP1B	OrigiMed	Intergenic-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7568	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8750	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1352	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2688	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8927	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6762	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1981	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3962	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2370	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8367	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8023	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5141	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9768	LRP1B	ORC4	OrigiMed	LRP1B-ORC4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9601	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3962		LRP1B	OrigiMed	Intergenic-LRP1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7450	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1187	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4378	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9348	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5917	LRP1B	LRP1B	OrigiMed	LRP1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5606	LRP2		OrigiMed	LRP2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1912	LZTR1	LZTR1	OrigiMed	LZTR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7225	LZTR1	IKZF3	OrigiMed	LZTR1-IKZF3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5867	LZTR1	GCAT	OrigiMed	LZTR1-GCAT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0003	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5884	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7971	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7650	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1551	TTC28	MAGI2	OrigiMed	TTC28-MAGI2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3999	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3084	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8019	MAGI2	MAGI2	OrigiMed	MAGI2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0962	MAP2K4	MAP2K4	OrigiMed	MAP2K4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0375	MAP2K4	MAP2K4	OrigiMed	MAP2K4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9594	SPATA6L	MAP2K4	OrigiMed	SPATA6L-MAP2K4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10022	MAP2K4	MAP2K4	OrigiMed	MAP2K4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7843	MAP2K4	MAP2K4	OrigiMed	MAP2K4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5942	MAP2K4	MAP2K4	OrigiMed	MAP2K4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9813	SHISA6	MAP2K4	OrigiMed	SHISA6-MAP2K4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3700	GPBP1	MAP3K1	OrigiMed	GPBP1-MAP3K1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3984	MAP3K1	MAP3K1	OrigiMed	MAP3K1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6380	MAP3K1	MAP3K1	OrigiMed	MAP3K1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9008	MAP3K1	CDC20B	OrigiMed	MAP3K1-CDC20B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2669	SLC38A9	MAP3K1	OrigiMed	SLC38A9-MAP3K1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5226	MAP3K13	ENPP6	OrigiMed	MAP3K13-ENPP6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
